,competitiveStats.awards.cards,competitiveStats.awards.medals,competitiveStats.awards.medalsBronze,competitiveStats.awards.medalsGold,competitiveStats.awards.medalsSilver,competitiveStats.careerStats.allHeroes.assists.defensiveAssists,competitiveStats.careerStats.allHeroes.assists.healingDone,competitiveStats.careerStats.allHeroes.assists.offensiveAssists,competitiveStats.careerStats.allHeroes.average.allDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.barrierDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.deathsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.eliminationsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.finalBlowsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.healingDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.heroDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.objectiveKillsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.soloKillsAvgPer10Min,competitiveStats.careerStats.allHeroes.best.allDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.barrierDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.defensiveAssistsMostInGame,competitiveStats.careerStats.allHeroes.best.eliminationsMostInGame,competitiveStats.careerStats.allHeroes.best.finalBlowsMostInGame,competitiveStats.careerStats.allHeroes.best.healingDoneMostInGame,competitiveStats.careerStats.allHeroes.best.heroDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.killsStreakBest,competitiveStats.careerStats.allHeroes.best.meleeFinalBlowsMostInGame,competitiveStats.careerStats.allHeroes.best.multikillsBest,competitiveStats.careerStats.allHeroes.best.objectiveKillsMostInGame,competitiveStats.careerStats.allHeroes.best.offensiveAssistsMostInGame,competitiveStats.careerStats.allHeroes.best.soloKillsMostInGame,competitiveStats.careerStats.allHeroes.best.turretsDestroyedMostInGame,competitiveStats.careerStats.allHeroes.combat.barrierDamageDone,competitiveStats.careerStats.allHeroes.combat.damageDone,competitiveStats.careerStats.allHeroes.combat.deaths,competitiveStats.careerStats.allHeroes.combat.eliminations,competitiveStats.careerStats.allHeroes.combat.finalBlows,competitiveStats.careerStats.allHeroes.combat.heroDamageDone,competitiveStats.careerStats.allHeroes.combat.meleeFinalBlows,competitiveStats.careerStats.allHeroes.combat.multikills,competitiveStats.careerStats.allHeroes.combat.objectiveKills,competitiveStats.careerStats.allHeroes.combat.soloKills,competitiveStats.careerStats.allHeroes.game.gamesLost,competitiveStats.careerStats.allHeroes.game.gamesPlayed,competitiveStats.careerStats.allHeroes.game.gamesTied,competitiveStats.careerStats.allHeroes.game.gamesWon,competitiveStats.careerStats.allHeroes.matchAwards.cards,competitiveStats.careerStats.allHeroes.matchAwards.medals,competitiveStats.careerStats.allHeroes.matchAwards.medalsBronze,competitiveStats.careerStats.allHeroes.matchAwards.medalsGold,competitiveStats.careerStats.allHeroes.matchAwards.medalsSilver,competitiveStats.games.played,competitiveStats.games.won,gamesWon,level,prestige
9073,9.0,51.0,9.0,31.0,11.0,13.0,1465.0,5.0,12079.0,3635.0,7.97,21.49,12.63,62.12,8300.0,4.41,2.63,23312.0,6746.0,13.0,56.0,26.0,1387.0,16546.0,20.0,5.0,5.0,20.0,5.0,26.0,7.0,85756.0,195782.0,188.0,507.0,298.0,195782.0,23.0,7.0,104.0,62.0,10.0,20.0,2.0,10.0,9.0,51.0,9.0,31.0,11.0,20.0,10.0,882.0,32.0,3.0
1133,3.0,21.0,8.0,6.0,7.0,62.0,43748.0,64.0,7337.0,1733.0,7.2,13.56,4.91,3707.0,5253.0,5.59,0.59,14604.0,5116.0,16.0,24.0,16.0,11423.0,10759.0,15.0,3.0,4.0,10.0,10.0,16.0,1.0,20455.0,61996.0,85.0,160.0,58.0,61996.0,4.0,6.0,66.0,7.0,2.0,11.0,1.0,8.0,3.0,21.0,8.0,6.0,7.0,11.0,8.0,1403.0,18.0,5.0
2139,98.0,876.0,256.0,294.0,325.0,1306.0,613611.0,962.0,12149.0,4015.0,7.24,19.09,8.95,1518.0,7866.0,6.25,1.54,45546.0,15054.0,56.0,58.0,33.0,20869.0,30048.0,26.0,4.0,6.0,25.0,31.0,33.0,12.0,1623632.0,3180506.0,2928.0,7719.0,3619.0,3180506.0,128.0,120.0,2528.0,624.0,166.0,336.0,5.0,165.0,98.0,876.0,256.0,294.0,325.0,336.0,165.0,2387.0,34.0,8.0
5021,46.0,433.0,118.0,146.0,169.0,290.0,146159.0,261.0,10268.0,2195.0,7.34,19.13,10.06,759.0,7762.0,4.99,2.34,29302.0,8903.0,38.0,60.0,41.0,19295.0,19920.0,19.0,11.0,5.0,22.0,23.0,41.0,8.0,422448.0,1493710.0,1412.0,3682.0,1936.0,1493710.0,139.0,28.0,961.0,450.0,72.0,163.0,6.0,85.0,46.0,433.0,118.0,146.0,169.0,163.0,85.0,262.0,20.0,1.0
6011,3.0,30.0,7.0,7.0,16.0,142.0,46780.0,117.0,7376.0,2881.0,6.26,17.84,4.46,3366.0,4348.0,5.54,0.29,15845.0,5801.0,44.0,33.0,12.0,12113.0,10416.0,33.0,1.0,4.0,11.0,27.0,12.0,1.0,40032.0,60426.0,87.0,248.0,62.0,60426.0,4.0,1.0,77.0,4.0,7.0,13.0,1.0,5.0,3.0,30.0,7.0,7.0,16.0,13.0,5.0,1803.0,19.0,6.0
5024,167.0,1162.0,384.0,453.0,324.0,468.0,98334.0,598.0,8698.0,2309.0,7.04,16.7,6.18,208.0,6223.0,6.11,0.6,26252.0,11268.0,35.0,70.0,27.0,10235.0,17549.0,23.0,2.0,5.0,45.0,27.0,27.0,13.0,1093612.0,2947486.0,3335.0,7907.0,2926.0,2947486.0,30.0,104.0,2893.0,284.0,209.0,406.0,5.0,192.0,167.0,1162.0,384.0,453.0,324.0,406.0,192.0,3097.0,1.0,12.0
9159,0.0,3.0,0.0,1.0,0.0,98.0,331.0,58.0,17917.0,4927.0,8.01,16.02,7.48,177.0,10400.0,4.81,0.53,27482.0,9129.0,26.0,18.0,9.0,331.0,13732.0,8.0,2.0,3.0,5.0,2.0,9.0,4.0,9224.0,19473.0,15.0,30.0,14.0,19473.0,7.0,2.0,9.0,1.0,8.0,2.0,2.0,1.0,7.0,3.0,13.0,1.0,13.0,2.0,1.0,2238.0,8.0,8.0
1552,65.0,324.0,86.0,124.0,114.0,2459.0,1541928.0,1318.0,5662.0,2049.0,7.31,11.26,4.14,7491.0,3535.0,4.1,0.85,37059.0,18904.0,44.0,50.0,34.0,20087.0,17578.0,15.0,2.0,5.0,25.0,36.0,34.0,5.0,421857.0,727702.0,1505.0,2317.0,853.0,727702.0,25.0,33.0,843.0,175.0,84.0,175.0,5.0,86.0,65.0,324.0,86.0,124.0,114.0,175.0,86.0,3913.0,29.0,15.0
1867,16.0,216.0,93.0,56.0,67.0,168.0,167660.0,226.0,9758.0,3725.0,10.35,15.9,6.42,1627.0,5809.0,7.06,1.06,28228.0,14471.0,24.0,48.0,31.0,14005.0,18262.0,48.0,1.0,5.0,29.0,21.0,31.0,8.0,383735.0,598458.0,1066.0,1638.0,661.0,598458.0,8.0,33.0,727.0,109.0,49.0,90.0,2.0,40.0,16.0,216.0,93.0,56.0,67.0,90.0,40.0,885.0,53.0,3.0
4884,7.0,53.0,18.0,15.0,20.0,46.0,18713.0,32.0,13497.0,4547.0,7.26,20.87,10.43,781.0,8788.0,8.35,2.21,36670.0,15005.0,13.0,42.0,23.0,11400.0,20987.0,23.0,1.0,3.0,25.0,9.0,23.0,1.0,108955.0,210560.0,174.0,500.0,250.0,210560.0,2.0,3.0,200.0,53.0,9.0,22.0,1.0,12.0,7.0,53.0,18.0,15.0,20.0,22.0,12.0,2218.0,92.0,8.0
9129,4.0,17.0,4.0,7.0,6.0,116.0,86356.0,17.0,3765.0,982.0,7.55,10.31,2.23,9178.0,2650.0,4.46,0.21,8398.0,2843.0,33.0,30.0,6.0,25891.0,5885.0,15.0,2.0,4.0,17.0,6.0,6.0,1.0,9239.0,24930.0,71.0,97.0,21.0,24930.0,7.0,1.0,42.0,2.0,5.0,8.0,1.0,2.0,4.0,17.0,4.0,7.0,6.0,8.0,2.0,780.0,94.0,2.0
11095,141.0,979.0,279.0,319.0,380.0,5025.0,2639994.0,3157.0,8608.0,2689.0,6.05,15.87,6.34,5274.0,5516.0,5.79,1.11,41277.0,17705.0,43.0,50.0,31.0,22093.0,22454.0,25.0,2.0,6.0,28.0,41.0,31.0,10.0,1346154.0,2761209.0,3028.0,7944.0,3174.0,2761209.0,42.0,102.0,2898.0,556.0,193.0,425.0,6.0,226.0,141.0,979.0,279.0,319.0,380.0,425.0,226.0,2221.0,21.0,8.0
5023,7.0,99.0,35.0,36.0,28.0,84.0,14227.0,82.0,11761.0,3946.0,6.45,19.28,7.66,441.0,7653.0,6.54,1.12,22051.0,9006.0,22.0,52.0,19.0,4523.0,14044.0,23.0,2.0,4.0,17.0,9.0,19.0,3.0,127301.0,246873.0,208.0,622.0,247.0,246873.0,12.0,9.0,211.0,36.0,13.0,29.0,2.0,16.0,7.0,99.0,35.0,36.0,28.0,29.0,16.0,3502.0,94.0,12.0
9493,0.0,5.0,1.0,1.0,3.0,12.0,2788.0,9.0,9315.0,4401.0,7.5,9.89,2.05,951.0,4914.0,6.48,1.13,18977.0,8240.0,11.0,20.0,4.0,2788.0,10736.0,9.0,2.0,4.0,14.0,6.0,4.0,4.0,12906.0,14412.0,22.0,29.0,6.0,14412.0,7.0,6.0,19.0,20.5,1.0,2.0,2.0,1.0,7.0,5.0,1.0,1.0,3.0,2.0,1.0,401.0,52.0,1.0
6025,2.0,9.0,1.0,7.0,1.0,98.0,2671.0,4.0,15443.0,3388.0,8.52,25.06,15.76,690.0,11596.0,6.72,3.87,22848.0,6517.0,26.0,48.0,26.0,2337.0,19688.0,11.0,2.0,3.0,20.0,4.0,26.0,4.0,13116.0,44891.0,33.0,97.0,61.0,44891.0,7.0,1.0,26.0,15.0,3.0,4.0,2.0,1.0,2.0,9.0,1.0,7.0,1.0,4.0,1.0,1470.0,30.0,5.0
10469,47.0,349.0,109.0,144.0,96.0,83.0,71101.0,162.0,10371.0,2018.0,9.27,20.96,12.52,550.0,8027.0,5.93,3.3,37461.0,10633.0,22.0,54.0,33.0,9591.0,28167.0,54.0,10.0,5.0,23.0,24.0,33.0,7.0,260884.0,1037621.0,1199.0,2710.0,1618.0,1037621.0,55.0,26.0,766.0,426.0,56.0,113.0,4.0,53.0,47.0,349.0,109.0,144.0,96.0,113.0,53.0,888.0,61.0,3.0
7303,3.0,33.0,12.0,16.0,5.0,98.0,7818.0,38.0,13064.0,3678.0,5.96,25.07,14.28,740.0,9228.0,6.81,3.31,23727.0,8117.0,26.0,45.0,38.0,3478.0,18040.0,15.0,2.0,4.0,20.0,14.0,38.0,4.0,38887.0,97551.0,63.0,265.0,151.0,97551.0,7.0,2.0,72.0,35.0,4.0,10.0,2.0,6.0,3.0,33.0,12.0,16.0,5.0,10.0,6.0,606.0,99.0,2.0
12135,17.0,114.0,33.0,47.0,34.0,69.0,17611.0,52.0,12553.0,3396.0,6.83,20.65,11.38,363.0,8740.0,6.61,2.16,30745.0,9485.0,16.0,47.0,33.0,6439.0,21538.0,25.0,2.0,4.0,23.0,12.0,33.0,4.0,164968.0,424569.0,332.0,1003.0,553.0,424569.0,8.0,4.0,321.0,105.0,23.0,44.0,2.0,21.0,17.0,114.0,33.0,47.0,34.0,44.0,21.0,1314.0,51.0,5.0
11233,5.0,59.0,21.0,14.0,24.0,29.0,12092.0,18.0,13898.0,5520.0,7.51,17.77,9.48,496.0,8027.0,7.26,0.94,33242.0,15510.0,18.0,48.0,24.0,11254.0,17422.0,17.0,2.0,5.0,28.0,13.0,24.0,8.0,134532.0,195642.0,183.0,433.0,231.0,195642.0,15.0,6.0,177.0,23.0,11.0,19.0,2.0,6.0,5.0,59.0,21.0,14.0,24.0,19.0,6.0,1377.0,86.0,4.0
2036,1.0,48.0,17.0,18.0,13.0,5.0,8154.0,35.0,15182.0,6031.0,8.21,18.03,9.39,356.0,8723.0,5.85,1.62,34388.0,16646.0,2.0,35.0,22.0,5256.0,17654.0,14.0,2.0,4.0,19.0,12.0,22.0,6.0,138166.0,199823.0,188.0,413.0,215.0,199823.0,6.0,10.0,134.0,37.0,11.0,19.0,2.0,8.0,1.0,48.0,17.0,18.0,13.0,19.0,8.0,3738.0,1.0,12.0
6713,13.0,79.0,24.0,37.0,18.0,171.0,103282.0,54.0,11255.0,3035.0,8.54,14.52,8.86,3675.0,6574.0,6.16,1.57,31344.0,13722.0,36.0,46.0,30.0,19270.0,19797.0,19.0,1.0,3.0,20.0,8.0,30.0,5.0,85284.0,184737.0,240.0,408.0,249.0,184737.0,1.0,5.0,173.0,44.0,15.0,27.0,2.0,11.0,13.0,79.0,24.0,37.0,18.0,27.0,11.0,977.0,83.0,2.0
12143,1.0,4.0,2.0,2.0,0.0,98.0,2937.0,3.0,13670.0,3052.0,6.08,11.3,6.08,2553.0,10613.0,2.61,0.87,15726.0,3511.0,26.0,13.0,7.0,2937.0,12209.0,7.0,2.0,3.0,3.0,3.0,7.0,4.0,3511.0,12209.0,7.0,13.0,7.0,12209.0,7.0,1.0,3.0,1.0,8.0,15.0,2.0,10.0,1.0,4.0,2.0,2.0,13.0,0.0,0.0,1323.0,20.0,5.0
12239,4.0,25.0,5.0,12.0,8.0,40.0,1891.0,86.0,15949.0,7193.0,6.03,23.86,8.31,228.0,8312.0,10.97,0.48,39853.0,23554.0,12.0,40.0,18.0,1891.0,15005.0,17.0,1.0,4.0,29.0,37.0,18.0,4.0,59694.0,68978.0,50.0,198.0,69.0,68978.0,1.0,3.0,91.0,4.0,2.0,7.0,2.0,5.0,4.0,25.0,5.0,12.0,8.0,7.0,5.0,3059.0,85.0,8.0
2064,8.0,68.0,32.0,19.0,17.0,48.0,39703.0,30.0,11004.0,3201.0,7.1,19.56,8.04,1438.0,7509.0,7.43,1.81,28739.0,13032.0,31.0,50.0,20.0,16705.0,16376.0,15.0,1.0,4.0,21.0,7.0,20.0,3.0,88362.0,207310.0,196.0,540.0,222.0,207310.0,6.0,6.0,205.0,50.0,13.0,25.0,1.0,11.0,8.0,68.0,32.0,19.0,17.0,25.0,11.0,2045.0,92.0,6.0
1348,1.0,11.0,3.0,6.0,2.0,6.0,7252.0,19.0,11895.0,3997.0,6.57,19.1,7.36,1443.0,7835.0,9.55,0.6,22791.0,10318.0,3.0,46.0,21.0,5611.0,18380.0,17.0,2.0,4.0,29.0,8.0,21.0,4.0,20089.0,39383.0,33.0,96.0,37.0,39383.0,7.0,3.0,48.0,3.0,2.0,4.0,2.0,2.0,1.0,11.0,3.0,6.0,2.0,4.0,2.0,719.0,58.0,2.0
366,2.0,35.0,17.0,5.0,13.0,8.0,8325.0,68.0,11347.0,3997.0,9.72,17.19,7.25,457.0,6392.0,6.04,1.59,24855.0,12855.0,5.0,42.0,26.0,1777.0,11938.0,42.0,2.0,4.0,24.0,18.0,26.0,3.0,72790.0,116407.0,177.0,313.0,132.0,116407.0,7.0,3.0,110.0,29.0,10.0,15.0,2.0,4.0,2.0,35.0,17.0,5.0,13.0,15.0,4.0,291.0,0.0,1.0
11359,28.0,323.0,132.0,98.0,93.0,19.0,22111.0,53.0,11182.0,3543.0,7.66,17.47,9.37,137.0,7342.0,4.96,2.38,32751.0,13433.0,3.0,44.0,28.0,2451.0,17916.0,18.0,5.0,5.0,19.0,8.0,28.0,10.0,573834.0,1189258.0,1240.0,2829.0,1517.0,1189258.0,56.0,26.0,803.0,386.0,68.0,145.0,1.0,76.0,28.0,323.0,132.0,98.0,93.0,145.0,76.0,463.0,1.0,2.0
5988,78.0,415.0,76.0,251.0,88.0,767.0,463120.0,452.0,13856.0,3468.0,7.32,23.53,13.83,2741.0,8994.0,7.92,2.91,39452.0,13782.0,44.0,58.0,45.0,25790.0,27525.0,35.0,5.0,5.0,23.0,19.0,45.0,20.0,585843.0,1519502.0,1237.0,3976.0,2337.0,1519502.0,49.0,75.0,1338.0,491.0,61.0,141.0,7.0,73.0,78.0,415.0,76.0,251.0,88.0,141.0,73.0,831.0,86.0,2.0
5176,1.0,1.0,0.0,0.0,1.0,30.0,9961.0,13.0,1643.0,779.0,7.2,5.04,1.44,7174.0,864.0,0.72,1.13,2282.0,1082.0,30.0,7.0,2.0,9961.0,1199.0,2.0,2.0,4.0,1.0,13.0,2.0,4.0,1082.0,1199.0,10.0,7.0,2.0,1199.0,7.0,6.0,1.0,20.5,0.0,1.0,2.0,1.0,1.0,1.0,13.0,16.0,1.0,1.0,1.0,258.0,81.0,0.0
5084,7.0,41.0,12.0,18.0,11.0,79.0,46276.0,56.0,8590.0,3021.0,6.6,14.81,6.22,2880.0,5479.0,7.47,0.93,19846.0,8934.0,22.0,33.0,19.0,12893.0,14147.0,13.0,2.0,5.0,20.0,15.0,19.0,1.0,48541.0,88039.0,106.0,238.0,100.0,88039.0,6.0,4.0,120.0,15.0,5.0,15.0,1.0,9.0,7.0,41.0,12.0,18.0,11.0,15.0,9.0,3714.0,71.0,11.0
2550,6.0,59.0,25.0,19.0,15.0,19.0,10721.0,69.0,12117.0,5024.0,6.38,14.67,5.03,499.0,6876.0,6.33,0.28,24757.0,12274.0,7.0,33.0,15.0,2836.0,12483.0,12.0,1.0,4.0,15.0,10.0,15.0,3.0,107892.0,147650.0,137.0,315.0,108.0,147650.0,2.0,6.0,136.0,6.0,9.0,20.0,1.0,10.0,6.0,59.0,25.0,19.0,15.0,20.0,10.0,2126.0,27.0,9.0
11103,0.0,2.0,0.0,2.0,0.0,98.0,41762.0,1.0,4556.0,1383.0,6.39,8.22,2.74,2052.0,3149.0,4.57,1.13,4989.0,1514.0,26.0,9.0,3.0,12768.0,3448.0,4.0,1.0,4.0,5.0,1.0,3.0,4.0,1514.0,3448.0,7.0,9.0,3.0,3448.0,1.0,6.0,5.0,20.5,0.0,1.0,2.0,1.0,7.0,2.0,13.0,2.0,13.0,1.0,1.0,359.0,1.0,1.0
1326,3.0,14.0,8.0,2.0,4.0,71.0,43292.0,50.0,8806.0,2829.0,7.94,15.54,6.1,3618.0,5829.0,4.26,1.09,20337.0,5920.0,22.0,49.0,17.0,12363.0,17063.0,16.0,2.0,3.0,19.0,22.0,17.0,4.0,33854.0,69742.0,95.0,186.0,73.0,69742.0,4.0,1.0,51.0,13.0,4.0,9.0,2.0,5.0,3.0,14.0,8.0,2.0,4.0,9.0,5.0,3062.0,28.0,11.0
10805,33.0,201.0,45.0,79.0,77.0,556.0,200422.0,300.0,10746.0,3497.0,5.8,18.42,6.92,2373.0,6942.0,6.24,1.03,29125.0,13076.0,41.0,46.0,22.0,25146.0,18349.0,19.0,2.0,5.0,20.0,23.0,22.0,5.0,295347.0,586264.0,490.0,1556.0,584.0,586264.0,8.0,18.0,527.0,87.0,27.0,72.0,2.0,45.0,33.0,201.0,45.0,79.0,77.0,72.0,45.0,1819.0,79.0,7.0
10247,26.0,138.0,38.0,52.0,48.0,354.0,158791.0,235.0,10503.0,2767.0,6.65,18.71,8.95,2533.0,7630.0,4.43,2.04,30944.0,10371.0,33.0,51.0,31.0,21025.0,20489.0,17.0,4.0,4.0,15.0,22.0,31.0,1.0,173420.0,478305.0,417.0,1173.0,561.0,478305.0,22.0,12.0,278.0,128.0,27.0,59.0,2.0,32.0,26.0,138.0,38.0,52.0,48.0,59.0,32.0,1678.0,57.0,5.0
8217,38.0,207.0,47.0,90.0,70.0,1276.0,764060.0,537.0,7184.0,2396.0,6.6,15.25,3.05,8288.0,4655.0,7.52,0.25,26461.0,12662.0,46.0,42.0,15.0,31435.0,15393.0,19.0,1.0,4.0,27.0,28.0,15.0,3.0,220866.0,429117.0,608.0,1406.0,281.0,429117.0,1.0,17.0,693.0,23.0,38.0,81.0,2.0,41.0,38.0,207.0,47.0,90.0,70.0,81.0,41.0,1334.0,48.0,4.0
5959,0.0,3.0,0.0,0.0,2.0,48.0,22148.0,33.0,321.0,125.0,8.75,0.35,0.35,7754.0,196.0,6.0,1.13,917.0,358.0,34.0,1.0,1.0,17022.0,559.0,1.0,2.0,4.0,18.0,26.0,1.0,4.0,358.0,559.0,25.0,1.0,1.0,559.0,7.0,6.0,98.0,20.5,8.0,2.0,2.0,1.0,7.0,3.0,13.0,16.0,2.0,2.0,1.0,503.0,98.0,1.0
10721,4.0,34.0,10.0,13.0,11.0,98.0,3029.0,6.0,9307.0,2352.0,9.34,16.8,10.54,260.0,6710.0,4.46,3.34,17784.0,7047.0,26.0,37.0,28.0,2603.0,14856.0,13.0,3.0,3.0,11.0,5.0,28.0,4.0,27444.0,78303.0,109.0,196.0,123.0,78303.0,6.0,2.0,52.0,39.0,8.0,12.0,2.0,4.0,4.0,34.0,10.0,13.0,11.0,12.0,4.0,1055.0,81.0,3.0
13233,1.0,18.0,6.0,8.0,4.0,2.0,6906.0,15.0,11584.0,3430.0,6.72,14.13,5.0,1190.0,8039.0,7.58,0.34,20039.0,7351.0,2.0,29.0,14.0,2820.0,16565.0,19.0,2.0,4.0,17.0,10.0,14.0,4.0,19905.0,46658.0,39.0,82.0,29.0,46658.0,7.0,6.0,44.0,2.0,4.0,5.0,2.0,1.0,1.0,18.0,6.0,8.0,4.0,5.0,1.0,433.0,5.0,2.0
13165,60.0,215.0,55.0,72.0,88.0,1926.0,625593.0,337.0,6241.0,1914.0,7.27,14.0,3.93,6415.0,4176.0,7.39,0.24,27067.0,12782.0,52.0,44.0,19.0,20509.0,17716.0,21.0,3.0,4.0,28.0,12.0,19.0,2.0,186700.0,407280.0,709.0,1365.0,383.0,407280.0,5.0,15.0,721.0,23.0,28.0,89.0,1.0,60.0,60.0,215.0,55.0,72.0,88.0,89.0,60.0,1003.0,58.0,3.0
11033,3.0,17.0,5.0,6.0,6.0,131.0,75257.0,63.0,5384.0,2910.0,7.17,7.76,2.19,6350.0,2331.0,2.11,0.34,18514.0,12079.0,34.0,23.0,11.0,18278.0,9045.0,13.0,2.0,3.0,7.0,15.0,11.0,3.0,34486.0,27619.0,85.0,92.0,26.0,27619.0,7.0,1.0,25.0,4.0,8.0,10.0,2.0,2.0,3.0,17.0,5.0,6.0,6.0,10.0,2.0,467.0,74.0,1.0
1671,34.0,159.0,44.0,65.0,50.0,730.0,414001.0,428.0,7247.0,2071.0,7.03,17.95,7.27,5473.0,5019.0,6.25,1.32,22573.0,8834.0,42.0,50.0,28.0,20787.0,17892.0,23.0,3.0,4.0,21.0,26.0,28.0,2.0,156685.0,379677.0,532.0,1358.0,550.0,379677.0,27.0,16.0,473.0,100.0,25.0,66.0,2.0,39.0,34.0,159.0,44.0,65.0,50.0,66.0,39.0,1672.0,57.0,5.0
4009,6.0,103.0,47.0,26.0,30.0,98.0,12835.0,7.0,12206.0,3856.0,5.96,15.85,7.99,244.0,8068.0,5.62,1.52,29779.0,9782.0,26.0,55.0,28.0,2413.0,20242.0,16.0,1.0,4.0,28.0,4.0,28.0,5.0,203125.0,425003.0,314.0,835.0,421.0,425003.0,3.0,10.0,296.0,80.0,31.0,48.0,1.0,16.0,6.0,103.0,47.0,26.0,30.0,48.0,16.0,1913.0,19.0,6.0
9349,14.0,171.0,52.0,62.0,57.0,187.0,74701.0,107.0,6581.0,1568.0,7.05,14.9,5.34,1058.0,4859.0,6.39,0.78,21293.0,8338.0,17.0,59.0,20.0,9440.0,14250.0,59.0,2.0,4.0,21.0,14.0,20.0,9.0,110771.0,343142.0,498.0,1052.0,377.0,343142.0,20.0,6.0,451.0,55.0,36.0,64.0,2.0,26.0,14.0,171.0,52.0,62.0,57.0,64.0,26.0,1262.0,84.0,5.0
155,8.0,96.0,31.0,38.0,27.0,64.0,24280.0,30.0,11498.0,3399.0,8.81,20.55,11.15,508.0,7852.0,6.13,2.53,23955.0,9048.0,22.0,54.0,26.0,22124.0,15205.0,21.0,3.0,5.0,18.0,14.0,26.0,4.0,162421.0,375233.0,421.0,982.0,533.0,375233.0,14.0,15.0,293.0,121.0,22.0,41.0,1.0,18.0,8.0,96.0,31.0,38.0,27.0,41.0,18.0,437.0,53.0,1.0
4461,0.0,2.0,2.0,0.0,0.0,2.0,41762.0,58.0,10886.0,5176.0,9.77,9.77,3.26,2052.0,4878.0,3.26,1.63,6687.0,3180.0,2.0,6.0,2.0,12768.0,2997.0,4.0,2.0,4.0,2.0,13.0,2.0,4.0,3180.0,2997.0,6.0,6.0,2.0,2997.0,7.0,6.0,2.0,1.0,1.0,1.0,2.0,10.0,7.0,2.0,2.0,16.0,13.0,1.0,0.0,730.0,52.0,3.0
12379,25.0,286.0,106.0,90.0,90.0,236.0,102387.0,128.0,9223.0,2098.0,9.42,18.35,9.96,910.0,6707.0,5.66,2.04,20909.0,8820.0,36.0,49.0,32.0,8112.0,16104.0,49.0,7.0,5.0,22.0,11.0,32.0,11.0,236023.0,754445.0,1060.0,2064.0,1120.0,754445.0,59.0,27.0,637.0,229.0,46.0,95.0,3.0,46.0,25.0,286.0,106.0,90.0,90.0,95.0,46.0,1795.0,56.0,7.0
6373,38.0,248.0,57.0,99.0,92.0,1946.0,1041071.0,696.0,4399.0,1719.0,6.87,9.0,2.33,7128.0,2574.0,4.42,0.27,23574.0,13583.0,42.0,38.0,18.0,22188.0,16915.0,18.0,2.0,4.0,21.0,38.0,18.0,5.0,251039.0,375901.0,1003.0,1314.0,340.0,375901.0,14.0,14.0,645.0,39.0,62.0,122.0,3.0,57.0,38.0,248.0,57.0,99.0,92.0,122.0,57.0,1170.0,91.0,3.0
159,0.0,2.0,2.0,0.0,0.0,98.0,41762.0,58.0,6664.0,952.0,14.0,14.78,10.11,2052.0,5712.0,5.44,2.33,8570.0,1224.0,26.0,19.0,13.0,12768.0,7346.0,5.0,2.0,4.0,7.0,13.0,13.0,4.0,1224.0,7346.0,18.0,19.0,13.0,7346.0,7.0,6.0,7.0,3.0,1.0,1.0,2.0,10.0,7.0,2.0,2.0,16.0,13.0,1.0,0.0,1088.0,19.0,4.0
5926,16.0,179.0,46.0,59.0,74.0,92.0,17651.0,87.0,12775.0,3993.0,6.31,19.36,9.58,286.0,8630.0,7.75,1.67,34912.0,12857.0,12.0,50.0,28.0,3472.0,21931.0,24.0,2.0,4.0,29.0,8.0,28.0,8.0,246278.0,532296.0,389.0,1194.0,591.0,532296.0,13.0,18.0,478.0,103.0,26.0,55.0,2.0,27.0,16.0,179.0,46.0,59.0,74.0,55.0,27.0,966.0,56.0,3.0
816,42.0,551.0,184.0,188.0,178.0,703.0,249654.0,469.0,10649.0,3240.0,7.23,21.1,9.46,1072.0,7270.0,7.82,1.87,30719.0,14992.0,32.0,69.0,35.0,15199.0,21447.0,69.0,4.0,5.0,31.0,23.0,35.0,12.0,754519.0,1693207.0,1683.0,4913.0,2203.0,1693207.0,111.0,52.0,1821.0,435.0,79.0,184.0,3.0,102.0,42.0,551.0,184.0,188.0,178.0,184.0,102.0,1114.0,49.0,4.0
9687,1.0,3.0,0.0,2.0,1.0,17.0,41762.0,4.0,11475.0,2842.0,4.1,32.77,13.31,2052.0,7817.0,19.46,1.02,11205.0,2775.0,17.0,32.0,13.0,12768.0,7634.0,11.0,2.0,3.0,19.0,4.0,13.0,4.0,2775.0,7634.0,4.0,32.0,13.0,7634.0,7.0,1.0,19.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,13.0,2.0,1.0,1.0,1.0,1307.0,18.0,5.0
