,competitiveStats.awards.cards,competitiveStats.awards.medals,competitiveStats.awards.medalsBronze,competitiveStats.awards.medalsGold,competitiveStats.awards.medalsSilver,competitiveStats.careerStats.allHeroes.assists.defensiveAssists,competitiveStats.careerStats.allHeroes.assists.healingDone,competitiveStats.careerStats.allHeroes.assists.offensiveAssists,competitiveStats.careerStats.allHeroes.average.allDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.barrierDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.deathsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.eliminationsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.finalBlowsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.healingDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.heroDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.objectiveKillsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.soloKillsAvgPer10Min,competitiveStats.careerStats.allHeroes.best.allDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.barrierDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.defensiveAssistsMostInGame,competitiveStats.careerStats.allHeroes.best.eliminationsMostInGame,competitiveStats.careerStats.allHeroes.best.finalBlowsMostInGame,competitiveStats.careerStats.allHeroes.best.healingDoneMostInGame,competitiveStats.careerStats.allHeroes.best.heroDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.killsStreakBest,competitiveStats.careerStats.allHeroes.best.meleeFinalBlowsMostInGame,competitiveStats.careerStats.allHeroes.best.multikillsBest,competitiveStats.careerStats.allHeroes.best.objectiveKillsMostInGame,competitiveStats.careerStats.allHeroes.best.offensiveAssistsMostInGame,competitiveStats.careerStats.allHeroes.best.soloKillsMostInGame,competitiveStats.careerStats.allHeroes.best.turretsDestroyedMostInGame,competitiveStats.careerStats.allHeroes.combat.barrierDamageDone,competitiveStats.careerStats.allHeroes.combat.damageDone,competitiveStats.careerStats.allHeroes.combat.deaths,competitiveStats.careerStats.allHeroes.combat.eliminations,competitiveStats.careerStats.allHeroes.combat.finalBlows,competitiveStats.careerStats.allHeroes.combat.heroDamageDone,competitiveStats.careerStats.allHeroes.combat.meleeFinalBlows,competitiveStats.careerStats.allHeroes.combat.multikills,competitiveStats.careerStats.allHeroes.combat.objectiveKills,competitiveStats.careerStats.allHeroes.combat.soloKills,competitiveStats.careerStats.allHeroes.game.gamesLost,competitiveStats.careerStats.allHeroes.game.gamesPlayed,competitiveStats.careerStats.allHeroes.game.gamesTied,competitiveStats.careerStats.allHeroes.game.gamesWon,competitiveStats.careerStats.allHeroes.matchAwards.cards,competitiveStats.careerStats.allHeroes.matchAwards.medals,competitiveStats.careerStats.allHeroes.matchAwards.medalsBronze,competitiveStats.careerStats.allHeroes.matchAwards.medalsGold,competitiveStats.careerStats.allHeroes.matchAwards.medalsSilver,competitiveStats.games.played,competitiveStats.games.won,gamesWon,level,prestige
5506,81.0,392.0,92.0,180.0,120.0,2203.0,933511.0,1101.0,8119.0,2161.0,7.39,15.15,7.82,4562.0,5747.0,5.21,1.02,31833.0,10699.0,65.0,52.0,35.0,22889.0,22555.0,21.0,4.0,5.0,25.0,40.0,35.0,7.0,442163.0,1175906.0,1513.0,3099.0,1600.0,1175906.0,57.0,27.0,1066.0,209.0,77.0,177.0,8.0,92.0,81.0,392.0,92.0,180.0,120.0,177.0,92.0,347.0,51.0,1.0
10989,4.0,22.0,5.0,5.0,12.0,147.0,49551.0,114.0,6167.0,2100.0,8.58,13.49,3.37,4774.0,3956.0,4.14,0.39,10812.0,4023.0,42.0,24.0,11.0,12198.0,7480.0,24.0,2.0,4.0,9.0,31.0,11.0,3.0,21792.0,41061.0,89.0,140.0,35.0,41061.0,7.0,2.0,43.0,4.0,7.0,10.0,2.0,3.0,4.0,22.0,5.0,5.0,12.0,10.0,3.0,2766.0,26.0,8.0
9271,59.0,442.0,138.0,179.0,125.0,1364.0,731897.0,660.0,9303.0,2686.0,7.02,15.21,6.99,3896.0,5827.0,5.79,1.11,63532.0,12306.0,58.0,58.0,32.0,24040.0,20702.0,18.0,2.0,5.0,43.0,25.0,32.0,14.0,504624.0,1094835.0,1318.0,2858.0,1314.0,1094835.0,20.0,40.0,1088.0,208.0,88.0,172.0,3.0,81.0,59.0,442.0,138.0,179.0,125.0,172.0,81.0,4938.0,33.0,18.0
13587,0.0,5.0,1.0,2.0,2.0,98.0,41762.0,58.0,10640.0,4409.0,6.16,17.61,7.04,2052.0,6064.0,7.48,0.44,14208.0,7028.0,26.0,26.0,10.0,12768.0,6963.0,26.0,2.0,4.0,12.0,13.0,10.0,4.0,10018.0,13778.0,14.0,40.0,16.0,13778.0,7.0,6.0,17.0,1.0,1.0,2.0,2.0,1.0,7.0,5.0,1.0,2.0,2.0,2.0,1.0,1853.0,13.0,5.0
12077,9.0,36.0,6.0,26.0,4.0,13.0,323.0,7.0,16504.0,4297.0,7.71,31.17,22.79,27.37,11679.0,7.88,5.84,33458.0,8632.0,11.0,57.0,34.0,323.0,19239.0,16.0,1.0,3.0,15.0,7.0,34.0,4.0,50732.0,137878.0,91.0,368.0,269.0,137878.0,7.0,7.0,93.0,69.0,1.0,11.0,2.0,10.0,9.0,36.0,6.0,26.0,4.0,11.0,10.0,2615.0,99.0,7.0
1692,0.0,4.0,3.0,1.0,0.0,4.0,1211.0,5.0,11421.0,7307.0,9.08,9.77,2.79,845.0,4009.0,5.58,1.13,16360.0,10467.0,4.0,14.0,4.0,1211.0,5743.0,4.0,2.0,3.0,8.0,5.0,4.0,4.0,10467.0,5743.0,13.0,14.0,4.0,5743.0,7.0,1.0,8.0,20.5,1.0,1.0,2.0,10.0,7.0,4.0,3.0,1.0,13.0,1.0,0.0,474.0,18.0,2.0
6256,3.0,32.0,10.0,8.0,14.0,4.0,2104.0,8.0,13316.0,3323.0,9.83,23.52,14.1,172.0,8965.0,7.38,2.79,31927.0,6992.0,3.0,39.0,26.0,1118.0,17801.0,11.0,4.0,4.0,20.0,4.0,26.0,6.0,40544.0,109399.0,120.0,287.0,172.0,109399.0,15.0,11.0,90.0,34.0,5.0,10.0,2.0,4.0,3.0,32.0,10.0,8.0,14.0,10.0,4.0,703.0,79.0,2.0
340,47.0,360.0,107.0,85.0,168.0,1209.0,612514.0,1499.0,9005.0,2690.0,6.22,18.86,6.99,3873.0,5675.0,6.35,1.44,57910.0,11606.0,52.0,52.0,25.0,15716.0,16415.0,27.0,4.0,6.0,25.0,49.0,25.0,12.0,425429.0,897459.0,983.0,2982.0,1105.0,897459.0,119.0,40.0,1005.0,228.0,60.0,140.0,4.0,76.0,47.0,360.0,107.0,85.0,168.0,140.0,76.0,2738.0,79.0,9.0
13641,36.0,184.0,57.0,82.0,45.0,967.0,544568.0,254.0,5432.0,1721.0,7.75,9.34,4.12,5607.0,3457.0,3.31,0.78,27168.0,12921.0,51.0,43.0,19.0,21879.0,14439.0,20.0,4.0,5.0,16.0,16.0,19.0,3.0,167125.0,335719.0,753.0,907.0,400.0,335719.0,13.0,12.0,321.0,76.0,50.0,91.0,2.0,39.0,36.0,184.0,57.0,82.0,45.0,91.0,39.0,1688.0,53.0,5.0
3931,17.0,137.0,72.0,21.0,44.0,292.0,174565.0,213.0,7514.0,2501.0,7.02,14.63,4.92,2083.0,4905.0,5.75,0.54,21212.0,9870.0,52.0,42.0,21.0,19281.0,12342.0,17.0,3.0,5.0,17.0,15.0,21.0,5.0,209556.0,411009.0,588.0,1226.0,412.0,411009.0,16.0,19.0,482.0,45.0,31.0,74.0,2.0,41.0,17.0,137.0,72.0,21.0,44.0,74.0,41.0,796.0,39.0,3.0
5447,6.0,46.0,14.0,18.0,14.0,8.0,6427.0,9.0,12240.0,3774.0,9.74,19.36,12.29,269.0,8391.0,4.31,3.34,32460.0,13264.0,8.0,40.0,26.0,2698.0,18785.0,16.0,1.0,3.0,13.0,8.0,26.0,3.0,90265.0,200722.0,233.0,463.0,294.0,200722.0,2.0,5.0,103.0,80.0,9.0,19.0,1.0,9.0,6.0,46.0,14.0,18.0,14.0,19.0,9.0,1793.0,29.0,7.0
10671,2.0,37.0,15.0,12.0,10.0,89.0,44079.0,28.0,8901.0,2274.0,9.11,13.33,5.5,3320.0,6293.0,3.31,0.83,23838.0,7337.0,41.0,45.0,27.0,15688.0,16251.0,12.0,4.0,4.0,11.0,11.0,27.0,5.0,30185.0,83544.0,121.0,177.0,73.0,83544.0,5.0,6.0,44.0,11.0,12.0,13.0,2.0,10.0,2.0,37.0,15.0,12.0,10.0,13.0,0.0,266.0,17.0,1.0
12325,2.0,11.0,2.0,5.0,4.0,24.0,15021.0,15.0,13710.0,5022.0,7.32,22.29,11.97,2498.0,8469.0,6.99,2.0,30626.0,11902.0,21.0,41.0,25.0,10731.0,18228.0,15.0,2.0,3.0,15.0,8.0,25.0,1.0,30199.0,50923.0,44.0,134.0,72.0,50923.0,4.0,2.0,42.0,12.0,1.0,5.0,1.0,3.0,2.0,11.0,2.0,5.0,4.0,5.0,3.0,1818.0,80.0,5.0
1437,0.0,6.0,4.0,1.0,1.0,98.0,187.0,58.0,8605.0,2285.0,7.21,14.03,8.34,35.51,6283.0,2.47,1.52,14572.0,4972.0,26.0,24.0,20.0,187.0,9405.0,12.0,2.0,4.0,6.0,1.0,20.0,4.0,12050.0,33130.0,38.0,74.0,44.0,33130.0,7.0,6.0,13.0,8.0,3.0,5.0,2.0,2.0,7.0,6.0,4.0,1.0,1.0,5.0,2.0,668.0,76.0,2.0
6979,2.0,45.0,25.0,7.0,13.0,49.0,31824.0,15.0,6946.0,1435.0,9.14,14.52,6.42,1491.0,5364.0,5.58,1.5,18723.0,3563.0,19.0,36.0,23.0,11413.0,15506.0,11.0,2.0,4.0,19.0,6.0,23.0,5.0,30631.0,114497.0,195.0,310.0,137.0,114497.0,13.0,4.0,119.0,32.0,12.0,20.0,2.0,8.0,2.0,45.0,25.0,7.0,13.0,20.0,8.0,1006.0,16.0,3.0
6369,55.0,415.0,116.0,167.0,132.0,863.0,200704.0,587.0,11822.0,4048.0,6.23,19.17,7.25,1326.0,7391.0,8.1,0.87,48240.0,12652.0,36.0,53.0,23.0,24106.0,17678.0,25.0,3.0,4.0,27.0,21.0,23.0,6.0,612845.0,1119125.0,943.0,2903.0,1098.0,1119125.0,59.0,40.0,1227.0,132.0,69.0,129.0,3.0,57.0,55.0,415.0,116.0,167.0,132.0,129.0,57.0,1145.0,54.0,3.0
2604,0.0,3.0,1.0,2.0,0.0,98.0,804.0,3.0,8433.0,2613.0,6.7,18.76,8.71,539.0,5820.0,4.69,0.67,12589.0,3901.0,26.0,28.0,13.0,804.0,8688.0,12.0,2.0,3.0,7.0,3.0,13.0,4.0,3901.0,8688.0,10.0,28.0,13.0,8688.0,7.0,1.0,7.0,1.0,1.0,1.0,2.0,10.0,7.0,3.0,1.0,2.0,13.0,1.0,0.0,1775.0,40.0,6.0
11023,16.0,71.0,13.0,35.0,23.0,514.0,217397.0,114.0,8815.0,1977.0,6.45,24.72,6.88,9347.0,6649.0,10.06,0.82,16160.0,8828.0,41.0,47.0,17.0,17695.0,12272.0,20.0,2.0,4.0,23.0,39.0,17.0,4.0,45975.0,154651.0,150.0,575.0,160.0,154651.0,9.0,9.0,234.0,19.0,7.0,23.0,1.0,15.0,16.0,71.0,13.0,35.0,23.0,23.0,15.0,508.0,0.0,2.0
2508,1.0,4.0,4.0,0.0,0.0,98.0,2346.0,3.0,11799.0,3994.0,6.31,14.02,3.51,1645.0,7733.0,4.21,1.13,15798.0,5265.0,26.0,16.0,4.0,2346.0,10431.0,7.0,2.0,3.0,5.0,3.0,4.0,4.0,5696.0,11028.0,9.0,20.0,5.0,11028.0,7.0,1.0,6.0,20.5,8.0,15.0,2.0,10.0,1.0,4.0,4.0,16.0,13.0,0.0,0.0,3023.0,96.0,8.0
11505,11.0,85.0,25.0,31.0,29.0,640.0,287927.0,132.0,5854.0,2105.0,7.18,11.65,3.73,6248.0,3621.0,5.99,0.3,21385.0,8950.0,40.0,44.0,17.0,17099.0,13250.0,18.0,2.0,5.0,23.0,10.0,17.0,4.0,96989.0,166856.0,331.0,537.0,172.0,166856.0,7.0,11.0,276.0,14.0,18.0,38.0,1.0,19.0,11.0,85.0,25.0,31.0,29.0,38.0,19.0,3533.0,68.0,12.0
1152,57.0,294.0,77.0,93.0,124.0,2000.0,985841.0,1154.0,8383.0,2908.0,6.57,15.42,5.52,5760.0,5229.0,4.91,0.72,26175.0,10791.0,71.0,53.0,28.0,21699.0,17127.0,23.0,2.0,4.0,20.0,46.0,28.0,6.0,497722.0,894920.0,1125.0,2639.0,944.0,894920.0,30.0,21.0,840.0,124.0,74.0,151.0,3.0,74.0,57.0,294.0,77.0,93.0,124.0,151.0,74.0,3412.0,76.0,11.0
913,25.0,293.0,85.0,107.0,101.0,331.0,174805.0,304.0,7866.0,2141.0,7.94,16.34,7.1,1569.0,5589.0,8.11,0.87,22145.0,9585.0,35.0,39.0,22.0,21574.0,14922.0,39.0,4.0,5.0,23.0,35.0,22.0,13.0,238552.0,622732.0,885.0,1820.0,791.0,622732.0,53.0,22.0,903.0,97.0,38.0,95.0,2.0,55.0,25.0,293.0,85.0,107.0,101.0,95.0,55.0,713.0,99.0,2.0
10335,75.0,524.0,149.0,219.0,155.0,904.0,519175.0,668.0,12025.0,3740.0,7.38,19.86,10.81,2357.0,7892.0,5.9,1.92,32800.0,19534.0,44.0,49.0,35.0,28493.0,19745.0,21.0,5.0,5.0,24.0,47.0,35.0,11.0,823866.0,1738207.0,1626.0,4374.0,2381.0,1738207.0,120.0,59.0,1300.0,422.0,91.0,192.0,4.0,97.0,75.0,524.0,149.0,219.0,155.0,192.0,97.0,3103.0,60.0,9.0
13980,3.0,55.0,26.0,14.0,15.0,57.0,57572.0,74.0,11802.0,3998.0,6.45,19.21,7.81,2691.0,7395.0,8.74,1.87,29069.0,13721.0,19.0,50.0,20.0,8240.0,18006.0,24.0,2.0,3.0,24.0,19.0,20.0,20.0,85536.0,158213.0,138.0,411.0,167.0,158213.0,7.0,8.0,187.0,40.0,10.0,18.0,2.0,8.0,3.0,55.0,26.0,14.0,15.0,18.0,8.0,814.0,81.0,2.0
5313,13.0,123.0,42.0,36.0,45.0,86.0,68957.0,78.0,11902.0,3907.0,8.6,18.46,9.26,1168.0,7798.0,6.98,1.47,33561.0,12876.0,25.0,53.0,30.0,13674.0,20560.0,15.0,1.0,3.0,24.0,19.0,30.0,7.0,230685.0,460453.0,508.0,1090.0,547.0,460453.0,7.0,14.0,412.0,87.0,26.0,52.0,2.0,24.0,13.0,123.0,42.0,36.0,45.0,52.0,24.0,1851.0,96.0,6.0
3823,64.0,121.0,22.0,77.0,22.0,2069.0,1093702.0,481.0,606.0,182.0,4.63,2.0,0.45,11432.0,415.0,0.89,0.04,5585.0,2585.0,71.0,18.0,5.0,26055.0,4857.0,9.0,2.0,3.0,8.0,27.0,5.0,1.0,17430.0,39688.0,443.0,191.0,43.0,39688.0,7.0,1.0,85.0,4.0,38.0,83.0,2.0,45.0,64.0,121.0,22.0,77.0,22.0,83.0,45.0,3059.0,53.0,11.0
5577,0.0,7.0,4.0,0.0,3.0,98.0,353.0,1.0,8262.0,2296.0,7.89,17.43,7.56,116.0,5764.0,3.95,0.99,15714.0,5574.0,26.0,36.0,16.0,353.0,10130.0,36.0,1.0,4.0,12.0,2.0,16.0,4.0,6982.0,17530.0,24.0,53.0,23.0,17530.0,1.0,6.0,12.0,3.0,2.0,3.0,2.0,1.0,7.0,7.0,4.0,16.0,3.0,3.0,1.0,256.0,95.0,0.0
7665,10.0,90.0,30.0,30.0,30.0,98.0,3481.0,73.0,14268.0,4200.0,5.95,17.98,11.57,68.16,8944.0,6.56,3.98,30704.0,11789.0,26.0,39.0,30.0,618.0,19979.0,17.0,2.0,3.0,24.0,6.0,30.0,2.0,214492.0,456720.0,304.0,918.0,591.0,456720.0,7.0,11.0,335.0,203.0,20.0,44.0,1.0,23.0,10.0,90.0,30.0,30.0,30.0,44.0,23.0,926.0,59.0,3.0
8949,2.0,9.0,3.0,3.0,3.0,87.0,70591.0,30.0,3076.0,1076.0,5.46,8.33,1.87,10143.0,1911.0,4.02,1.13,8582.0,2337.0,26.0,23.0,5.0,19747.0,6025.0,11.0,1.0,4.0,11.0,8.0,5.0,1.0,7486.0,13300.0,38.0,58.0,13.0,13300.0,1.0,6.0,28.0,20.5,3.0,5.0,2.0,2.0,2.0,9.0,3.0,3.0,3.0,5.0,2.0,506.0,56.0,1.0
5611,0.0,4.0,1.0,1.0,2.0,98.0,256.0,58.0,10759.0,6951.0,14.91,4.26,2.13,545.0,3598.0,2.13,1.13,5050.0,3262.0,26.0,2.0,1.0,256.0,1689.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,3262.0,1689.0,7.0,2.0,1.0,1689.0,7.0,6.0,1.0,20.5,1.0,1.0,2.0,10.0,7.0,4.0,1.0,1.0,2.0,1.0,0.0,153.0,59.0,0.0
878,0.0,0.0,0.0,0.0,0.0,98.0,41762.0,58.0,2937.0,2909.0,19.78,16.7,6.89,2052.0,2937.0,6.0,1.13,297.0,8688.5,26.0,39.0,19.0,12768.0,297.0,16.0,2.0,4.0,18.0,13.0,19.0,4.0,42958.0,297.0,2.0,250.0,100.0,297.0,7.0,6.0,98.0,20.5,8.0,15.0,2.0,10.0,7.0,35.0,13.0,16.0,13.0,0.0,0.0,276.0,43.0,1.0
5857,0.0,5.0,2.0,1.0,2.0,36.0,13753.0,19.0,4608.0,729.0,6.09,9.41,2.49,3807.0,3801.0,4.15,0.28,8523.0,2145.0,34.0,21.0,6.0,13753.0,8034.0,4.0,2.0,4.0,9.0,19.0,6.0,4.0,2634.0,13731.0,22.0,34.0,9.0,13731.0,7.0,6.0,15.0,1.0,2.0,2.0,2.0,10.0,7.0,5.0,2.0,1.0,2.0,2.0,0.0,2708.0,30.0,11.0
1750,52.0,281.0,63.0,109.0,109.0,1396.0,730236.0,884.0,8930.0,2678.0,6.03,18.65,7.0,5251.0,6052.0,6.94,0.86,31838.0,13474.0,42.0,62.0,30.0,24134.0,23442.0,24.0,4.0,4.0,27.0,33.0,30.0,10.0,372393.0,841592.0,838.0,2593.0,973.0,841592.0,42.0,37.0,965.0,120.0,56.0,115.0,5.0,54.0,52.0,281.0,63.0,109.0,109.0,115.0,54.0,501.0,70.0,1.0
4032,0.0,3.0,0.0,0.0,3.0,98.0,41762.0,58.0,8418.0,1148.0,8.84,23.36,6.94,2052.0,6829.0,8.21,5.05,8392.0,938.0,26.0,20.0,8.0,12768.0,7452.0,8.0,1.0,3.0,7.0,13.0,8.0,2.0,1819.0,10818.0,14.0,37.0,11.0,10818.0,1.0,1.0,13.0,8.0,0.0,2.0,2.0,2.0,7.0,3.0,13.0,16.0,3.0,2.0,2.0,533.0,1.0,2.0
1093,91.0,602.0,174.0,224.0,203.0,2315.0,969445.0,1157.0,9690.0,2908.0,6.56,19.41,8.05,3496.0,6637.0,6.07,1.22,30697.0,13830.0,52.0,58.0,41.0,20750.0,23036.0,22.0,6.0,5.0,20.0,34.0,41.0,4.0,806483.0,1840720.0,1818.0,5383.0,2232.0,1840720.0,147.0,97.0,1682.0,337.0,100.0,229.0,5.0,124.0,91.0,602.0,174.0,224.0,203.0,229.0,124.0,920.0,29.0,3.0
4539,0.0,3.0,2.0,0.0,1.0,98.0,1509.0,3.0,6301.0,830.0,7.37,12.28,3.68,927.0,5471.0,4.91,1.13,10263.0,1352.0,26.0,20.0,6.0,1509.0,8911.0,5.0,1.0,4.0,8.0,3.0,6.0,4.0,1352.0,8911.0,12.0,20.0,6.0,8911.0,1.0,6.0,8.0,20.5,0.0,1.0,2.0,1.0,7.0,3.0,2.0,16.0,1.0,1.0,1.0,2461.0,12.0,11.0
11531,187.0,1071.0,308.0,443.0,319.0,410.0,422972.0,1062.0,12428.0,3482.0,6.34,24.03,13.59,1044.0,8740.0,7.02,3.73,35674.0,17684.0,23.0,98.0,55.0,13135.0,29463.0,27.0,5.0,5.0,34.0,33.0,55.0,9.0,1411409.0,3542450.0,2569.0,9740.0,5510.0,3542450.0,170.0,119.0,2847.0,1512.0,188.0,401.0,9.0,204.0,187.0,1071.0,308.0,443.0,319.0,401.0,204.0,273.0,89.0,0.0
12713,8.0,95.0,33.0,24.0,38.0,122.0,80818.0,184.0,10928.0,3354.0,6.88,20.07,8.65,1748.0,7246.0,6.99,1.41,35974.0,10497.0,18.0,63.0,32.0,13328.0,24728.0,63.0,7.0,4.0,30.0,30.0,32.0,6.0,155084.0,335080.0,318.0,928.0,400.0,335080.0,33.0,12.0,323.0,65.0,15.0,36.0,2.0,19.0,8.0,95.0,33.0,24.0,38.0,36.0,19.0,264.0,2.0,1.0
2068,0.0,2.0,0.0,1.0,1.0,98.0,41762.0,58.0,7573.0,1125.0,11.03,4.41,4.41,2052.0,6447.0,6.0,4.41,3431.0,510.0,26.0,2.0,2.0,12768.0,2921.0,2.0,2.0,4.0,18.0,13.0,2.0,4.0,510.0,2921.0,5.0,2.0,2.0,2921.0,7.0,6.0,98.0,2.0,1.0,1.0,2.0,10.0,7.0,2.0,13.0,1.0,1.0,1.0,0.0,187.0,64.0,0.0
4565,14.0,33.0,6.0,20.0,7.0,424.0,234592.0,189.0,1555.0,572.0,6.25,3.54,0.95,10116.0,946.0,1.38,0.26,8358.0,2747.0,39.0,16.0,8.0,23484.0,5612.0,6.0,1.0,3.0,8.0,16.0,8.0,4.0,13267.0,21932.0,145.0,82.0,22.0,21932.0,2.0,1.0,32.0,6.0,12.0,23.0,2.0,11.0,14.0,33.0,6.0,20.0,7.0,23.0,11.0,1917.0,16.0,8.0
2114,169.0,1248.0,362.0,499.0,387.0,1985.0,1694771.0,1910.0,8740.0,2135.0,5.72,17.21,8.46,3288.0,6338.0,6.15,1.93,34606.0,16873.0,45.0,55.0,34.0,24609.0,24592.0,55.0,4.0,5.0,31.0,25.0,34.0,26.0,1100597.0,3267187.0,2949.0,8872.0,4361.0,3267187.0,128.0,42.0,3170.0,994.0,224.0,449.0,17.0,208.0,169.0,1248.0,362.0,499.0,387.0,449.0,208.0,5325.0,95.0,18.0
9249,0.0,1.0,1.0,0.0,0.0,98.0,11.0,58.0,10759.0,2128.0,10.41,12.36,9.76,6.83,8623.0,2.6,2.6,16540.0,3271.0,26.0,19.0,15.0,11.0,13256.0,7.0,2.0,4.0,4.0,1.0,15.0,4.0,3271.0,13256.0,16.0,19.0,15.0,13256.0,7.0,6.0,4.0,4.0,1.0,1.0,2.0,10.0,7.0,1.0,1.0,16.0,13.0,1.0,0.0,1161.0,50.0,4.0
14106,4.0,35.0,5.0,7.0,23.0,277.0,126192.0,175.0,6602.0,2574.0,5.81,11.4,2.41,6915.0,3954.0,3.73,1.13,18327.0,8854.0,34.0,21.0,5.0,18520.0,9212.0,12.0,1.0,3.0,8.0,18.0,5.0,4.0,46981.0,72155.0,106.0,208.0,44.0,72155.0,1.0,1.0,68.0,20.5,7.0,17.0,2.0,8.0,4.0,35.0,5.0,7.0,23.0,17.0,8.0,1465.0,31.0,5.0
6629,3.0,17.0,7.0,3.0,7.0,87.0,34922.0,66.0,7672.0,2811.0,6.11,15.03,3.64,4101.0,4671.0,8.34,0.12,17682.0,8389.0,38.0,50.0,11.0,13707.0,10067.0,19.0,1.0,3.0,38.0,29.0,11.0,4.0,23941.0,39781.0,52.0,128.0,31.0,39781.0,2.0,2.0,71.0,1.0,4.0,7.0,2.0,3.0,3.0,17.0,7.0,3.0,7.0,7.0,3.0,1335.0,85.0,4.0
2432,12.0,69.0,18.0,34.0,17.0,118.0,62168.0,122.0,11421.0,2674.0,5.5,27.49,13.9,2441.0,8531.0,9.74,3.53,29241.0,11741.0,31.0,53.0,45.0,14585.0,17492.0,25.0,4.0,5.0,22.0,31.0,45.0,8.0,68086.0,217258.0,140.0,700.0,354.0,217258.0,17.0,7.0,248.0,90.0,7.0,23.0,2.0,16.0,12.0,69.0,18.0,34.0,17.0,23.0,16.0,1335.0,65.0,4.0
8789,115.0,968.0,259.0,379.0,329.0,659.0,320765.0,466.0,11976.0,3637.0,6.71,19.34,9.83,823.0,8153.0,5.93,1.53,31183.0,13005.0,46.0,62.0,31.0,16073.0,23806.0,23.0,4.0,6.0,27.0,20.0,31.0,8.0,1417592.0,3177396.0,2614.0,7539.0,3831.0,3177396.0,167.0,107.0,2311.0,595.0,169.0,338.0,7.0,162.0,115.0,968.0,259.0,379.0,329.0,338.0,162.0,1462.0,99.0,5.0
3598,4.0,72.0,23.0,24.0,25.0,117.0,86882.0,105.0,7069.0,1670.0,7.81,12.63,5.8,2724.0,5336.0,4.23,1.16,16687.0,5869.0,29.0,41.0,22.0,11587.0,12763.0,41.0,2.0,3.0,18.0,33.0,22.0,5.0,53269.0,170204.0,249.0,403.0,185.0,170204.0,9.0,2.0,135.0,37.0,22.0,29.0,2.0,7.0,4.0,72.0,23.0,24.0,25.0,29.0,7.0,2951.0,50.0,12.0
1658,44.0,129.0,36.0,70.0,23.0,1250.0,895596.0,664.0,4716.0,1551.0,5.62,11.41,2.38,11333.0,2760.0,4.75,0.24,44914.0,8315.0,46.0,37.0,13.0,24700.0,12882.0,16.0,1.0,4.0,20.0,32.0,13.0,9.0,122533.0,218125.0,444.0,902.0,188.0,218125.0,3.0,8.0,375.0,19.0,30.0,68.0,2.0,36.0,44.0,129.0,36.0,70.0,23.0,68.0,36.0,1243.0,67.0,3.0
5012,0.0,1.0,0.0,0.0,1.0,14.0,11004.0,8.0,1667.0,34.09,7.07,4.89,2.17,5980.0,1633.0,4.35,1.13,3068.0,63.0,14.0,9.0,4.0,11004.0,3005.0,6.0,2.0,4.0,8.0,8.0,4.0,4.0,63.0,3005.0,13.0,9.0,4.0,3005.0,7.0,6.0,8.0,20.5,1.0,1.0,2.0,10.0,7.0,1.0,13.0,16.0,1.0,1.0,0.0,824.0,99.0,2.0
6757,34.0,195.0,34.0,100.0,61.0,330.0,16205.0,276.0,11219.0,2841.0,6.43,29.38,15.43,235.0,8296.0,11.73,3.21,28132.0,9453.0,28.0,67.0,39.0,14300.0,21039.0,67.0,7.0,5.0,37.0,18.0,39.0,2.0,195711.0,571584.0,443.0,2024.0,1063.0,571584.0,100.0,41.0,808.0,221.0,18.0,58.0,2.0,40.0,34.0,195.0,34.0,100.0,61.0,58.0,40.0,142.0,47.0,0.0
9229,5.0,14.0,5.0,7.0,2.0,123.0,75588.0,20.0,4457.0,960.0,6.16,14.76,2.27,12260.0,3435.0,6.33,1.13,12869.0,2347.0,32.0,38.0,7.0,25579.0,10598.0,9.0,2.0,4.0,18.0,11.0,7.0,4.0,5918.0,21176.0,38.0,91.0,14.0,21176.0,7.0,1.0,39.0,20.5,4.0,5.0,2.0,1.0,5.0,14.0,5.0,7.0,2.0,5.0,1.0,5955.0,46.0,17.0
13545,9.0,54.0,20.0,17.0,17.0,169.0,44103.0,154.0,9381.0,3244.0,6.78,18.45,5.82,1769.0,5892.0,8.67,0.48,24218.0,10931.0,27.0,51.0,18.0,12851.0,15573.0,17.0,1.0,6.0,30.0,25.0,18.0,5.0,80854.0,146870.0,169.0,460.0,145.0,146870.0,1.0,10.0,216.0,12.0,11.0,22.0,2.0,11.0,9.0,54.0,20.0,17.0,17.0,22.0,11.0,527.0,3.0,2.0
